Order ID,Product_Category,Shipping_Mode,Order Value,Package_Weight_Kg,Warehouse Distance Km,Items in Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic Index,Delivery_Time_Hours
ORD-10911,Sports & Outdoors,Economy,131.28,8.8,456,3,17.5,1.12,1.03,38.5
ORD-10912,Home & Kitchen,Standard,53.43,11.1,482,4,13.9,0.78,1.62,29.1
ORD-10913,Office Supplies,Express,86.06,3.3,454,5,3.8,1.19,1.11,13.8
ORD-10914,Books,Economy,42.55,2.4,765,6,12.5,0.85,1.7,56.7
ORD-10915,Apparel,Standard,178.48,0.3,749,1,10.5,1.26,1.19,38.6
ORD-10916,Toys & Games,Express,69.91,3.3,47,2,5.4,0.92,1.78,6.7
ORD-10917,Health & Beauty,Economy,71.34,0.2,1074,3,23.6,1.33,1.27,96.2
ORD-10918,Electronics,Standard,763.33,3.1,1016,4,7.1,0.99,1.86,53.9
ORD-10919,Sports & Outdoors,Express,75.8,5.0,260,5,2.9,1.4,1.35,11.1
ORD-10920,Home & Kitchen,Standard,221.31,7.5,144,6,12.9,1.06,1.94,20.3
ORD-10921,Office Supplies,Standard,63.38,3.3,233,1,15.8,0.72,1.43,21.8
ORD-10922,Books,Express,64.91,2.8,473,2,4.5,1.13,0.92,12.7
ORD-10923,Apparel,Standard,162.72,0.3,411,3,9.5,0.79,1.51,21.8
ORD-10924,Toys & Games,Standard,35.75,1.0,500,4,12.4,1.2,1.0,27.4
ORD-10925,Health & Beauty,Express,34.38,0.4,66,5,2.0,0.86,1.59,3.5
ORD-10926,Electronics,Standard,789.89,4.7,678,6,6.1,1.27,1.08,29.3
ORD-10927,Sports & Outdoors,Standard,259.32,1.2,767,1,9.0,0.93,1.67,38.8
ORD-10928,Home & Kitchen,Express,69.19,3.9,279,2,3.6,1.34,1.16,10.8
ORD-10929,Office Supplies,Standard,40.7,3.3,945,3,14.8,1.0,1.75,56.1
ORD-10930,Books,Same Day,21.27,0.7,15,4,2.5,1.41,1.24,3.4
ORD-10931,Apparel,Economy,146.96,0.3,1216,5,11.0,1.07,1.83,106.2
ORD-10932,Toys & Games,Standard,111.59,2.2,162,6,11.4,0.73,1.32,15.3
ORD-10933,Health & Beauty,Express,92.42,0.6,634,1,4.9,1.14,1.91,27.9
ORD-10934,Electronics,Economy,815.45,6.3,225,2,22.1,0.8,1.4,32.2
ORD-10935,Sports & Outdoors,Standard,203.84,6.4,429,3,8.0,1.21,0.89,19.5
ORD-10936,Home & Kitchen,Express,237.07,11.3,227,4,2.4,0.87,1.48,7.3
ORD-10937,Office Supplies,Economy,17.02,3.3,534,5,17.1,1.28,0.97,43.6
ORD-10938,Books,Standard,43.63,1.1,696,6,4.6,0.94,1.56,30.1
ORD-10939,Apparel,Express,130.2,0.3,440,1,4.0,1.35,1.05,14.4
ORD-10940,Toys & Games,Standard,77.43,3.4,874,2,10.4,1.01,1.64,46.6
ORD-10941,Health & Beauty,Standard,55.46,0.8,963,3,13.3,1.42,1.13,51.9
ORD-10942,Electronics,Express,841.01,1.9,653,4,1.5,1.08,1.72,21.7
ORD-10943,Sports & Outdoors,Standard,147.36,2.6,91,5,7.0,0.74,1.21,9.0
ORD-10944,Home & Kitchen,Standard,85.95,7.7,180,6,9.9,1.15,1.8,19.2
ORD-10945,Office Supplies,Express,79.34,3.3,246,1,3.1,0.81,1.29,7.4
ORD-10946,Books,Standard,65.99,1.5,358,2,15.7,1.22,1.88,36.2
ORD-10947,Apparel,Standard,114.44,0.3,447,3,6.5,0.88,1.37,20.0
ORD-10948,Toys & Games,Express,43.27,1.1,459,4,4.7,1.29,0.86,13.2
ORD-10949,Health & Beauty,Standard,18.5,1.0,625,5,12.3,0.95,1.45,33.8
ORD-10950,Electronics,Same Day,867.57,3.5,35,6,1.1,1.36,0.94,2.6
ORD-10951,Sports & Outdoors,Economy,91.88,7.8,676,1,20.6,1.02,1.53,62.8
ORD-10952,Home & Kitchen,Standard,253.83,4.1,892,2,8.9,1.43,1.02,41.4
ORD-10953,Office Supplies,Express,56.66,3.3,194,3,1.9,1.09,1.61,7.6
ORD-10954,Books,Economy,22.35,1.9,985,4,15.6,0.75,1.1,48.1
ORD-10955,Apparel,Standard,98.68,0.3,109,5,5.5,1.16,1.69,10.8
ORD-10956,Toys & Games,Express,119.11,2.3,407,6,3.5,0.82,1.18,10.1
ORD-10957,Health & Beauty,Economy,76.54,1.2,1294,1,10.6,1.23,1.77,123.3
ORD-10958,Electronics,Standard,143.13,5.1,376,2,14.2,0.89,1.26,24.7
ORD-10959,Sports & Outdoors,Express,35.4,4.0,620,3,5.1,1.3,1.85,30.0
ORD-10960,Home & Kitchen,Standard,101.71,11.5,554,4,7.9,0.96,1.34,25.7
ORD-10961,Office Supplies,Standard,33.98,3.3,643,5,10.8,1.37,1.93,53.3
ORD-10962,Books,Express,44.71,2.3,213,6,2.6,1.03,1.42,7.8
ORD-10963,Apparel,Standard,82.92,0.3,821,1,4.5,1.44,0.91,31.4
ORD-10964,Toys & Games,Standard,85.95,3.5,910,2,7.4,1.1,1.5,44.9
ORD-10965,Health & Beauty,Express,39.58,1.4,426,3,4.2,0.76,0.99,9.5
ORD-10966,Electronics,Standard,169.69,6.7,1088,4,13.2,1.17,1.58,63.5
ORD-10967,Sports & Outdoors,Standard,219.92,9.2,127,5,4.0,0.83,1.07,6.8
ORD-10968,Home & Kitchen,Express,269.59,7.9,639,6,1.7,1.24,1.66,23.6
ORD-10969,Office Supplies,Standard,95.3,3.3,305,1,9.8,0.9,1.15,17.7
ORD-10970,Books,Same Day,66.07,2.7,55,2,1.5,1.31,1.74,5.7
ORD-10971,Apparel,Economy,66.16,0.3,136,3,14.1,0.97,1.23,20.6
ORD-10972,Toys & Games,Standard,51.79,1.2,572,4,6.4,1.38,1.82,42.3
ORD-10973,Health & Beauty,Express,97.62,1.6,374,5,3.0,1.04,1.31,11.5
ORD-10974,Electronics,Economy,195.25,2.3,445,6,9.1,0.7,1.9,32.8
ORD-10975,Sports & Outdoors,Standard,163.44,5.4,839,1,15.1,1.11,1.39,47.5
ORD-10976,Home & Kitchen,Express,117.47,4.3,587,2,4.6,0.77,0.88,11.2
ORD-10977,Office Supplies,Economy,72.62,3.3,754,3,20.2,1.18,1.47,72.5
ORD-10978,Books,Standard,23.43,0.6,1106,4,11.7,0.84,0.96,34.0
ORD-10979,Apparel,Express,50.4,0.3,180,5,2.1,1.25,1.55,7.9
ORD-10980,Toys & Games,Standard,127.63,2.4,234,6,5.4,0.91,1.04,10.9
ORD-10981,Health & Beauty,Standard,60.66,1.8,323,1,8.3,1.32,1.63,25.7
ORD-10982,Electronics,Express,221.81,3.9,393,2,3.7,0.98,1.12,10.9
ORD-10983,Sports & Outdoors,Standard,107.96,1.6,501,3,14.1,1.39,1.71,43.9
ORD-10984,Home & Kitchen,Standard,285.35,11.7,590,4,4.9,1.05,1.2,23.5
ORD-10985,Office Supplies,Express,49.94,3.3,606,5,5.3,0.71,1.79,18.1
ORD-10986,Books,Standard,45.79,1.0,768,6,10.7,1.12,1.28,38.2
ORD-10987,Apparel,Standard,34.64,0.3,857,1,13.6,0.78,1.87,44.9
ORD-10988,Toys & Games,Express,93.47,3.6,199,2,2.8,1.19,1.36,8.2
ORD-10989,Health & Beauty,Standard,23.7,0.2,1035,3,7.3,0.85,0.85,26.0
ORD-10990,Electronics,Same Day,247.37,5.5,27,4,1.9,1.26,1.44,3.5
ORD-10991,Sports & Outdoors,Economy,51.48,6.8,896,5,23.7,0.92,0.93,54.4
ORD-10992,Home & Kitchen,Standard,133.23,8.1,252,6,16.0,1.33,1.52,28.7
ORD-10993,Office Supplies,Express,26.26,3.3,554,1,4.1,0.99,1.01,13.3
ORD-10994,Books,Economy,67.15,1.4,1205,2,18.7,1.4,1.6,126.7
ORD-10995,Apparel,Standard,198.88,0.3,519,3,12.6,1.06,1.09,27.6
ORD-10996,Toys & Games,Express,59.31,1.3,147,4,1.6,0.72,1.68,4.6
ORD-10997,Health & Beauty,Economy,81.74,0.4,214,5,13.7,1.13,1.17,25.0
ORD-10998,Electronics,Standard,273.93,1.1,786,6,9.2,0.79,1.76,36.5
ORD-10999,Sports & Outdoors,Express,235.0,3.0,360,1,3.2,1.2,1.25,12.2
ORD-11000,Home & Kitchen,Standard,301.11,4.5,964,2,15.0,0.86,1.84,53.1
ORD-11001,Office Supplies,Standard,88.58,3.3,1053,3,5.8,1.27,1.33,50.3
ORD-11002,Books,Express,24.51,1.8,573,4,4.8,0.93,1.92,21.9
ORD-11003,Apparel,Standard,182.12,0.3,181,5,11.6,1.34,1.41,20.1
ORD-11004,Toys & Games,Standard,25.15,2.5,270,6,14.5,1.0,0.9,20.6
ORD-11005,Health & Beauty,Express,44.78,0.6,166,1,2.3,1.41,1.49,8.1
ORD-11006,Electronics,Standard,299.49,2.7,448,2,8.2,1.07,0.98,19.9
ORD-11007,Sports & Outdoors,Standard,179.52,8.2,537,3,11.1,0.73,1.57,26.5
ORD-11008,Home & Kitchen,Express,149.99,11.9,379,4,3.9,1.14,1.06,11.5
ORD-11009,Office Supplies,Standard,65.9,3.3,715,5,4.8,0.8,1.65,28.4
ORD-11010,Books,Same Day,46.87,2.2,47,6,2.3,1.21,1.14,4.5
ORD-11011,Apparel,Economy,166.36,0.3,356,1,17.2,0.87,1.73,38.6
ORD-11012,Toys & Games,Standard,101.99,3.7,982,2,13.5,1.28,1.22,51.8
ORD-11013,Health & Beauty,Express,102.82,0.8,114,3,5.2,0.94,1.81,8.4
ORD-11014,Electronics,Economy,325.05,4.3,665,4,12.2,1.35,1.3,58.9
ORD-11015,Sports & Outdoors,Standard,123.04,4.4,199,5,10.1,1.01,1.89,19.6
ORD-11016,Home & Kitchen,Express,317.87,8.3,327,6,2.7,1.42,1.38,13.4
ORD-11017,Office Supplies,Economy,42.22,3.3,974,1,23.3,1.08,0.87,59.9
ORD-11018,Books,Standard,68.23,2.6,466,2,6.7,0.74,1.46,19.3
ORD-11019,Apparel,Express,150.6,0.3,540,3,4.3,1.15,0.95,14.1
ORD-11020,Toys & Games,Standard,67.83,1.4,644,4,12.5,0.81,1.54,32.6
ORD-11021,Health & Beauty,Standard,65.86,1.0,733,5,15.4,1.22,1.03,38.4
ORD-11022,Electronics,Express,351.61,5.9,133,6,1.8,0.88,1.62,5.0
ORD-11023,Sports & Outdoors,Standard,67.56,9.6,911,1,9.1,1.29,1.11,41.7
ORD-11024,Home & Kitchen,Standard,165.75,4.7,1000,2,12.0,0.95,1.7,52.4
ORD-11025,Office Supplies,Express,19.54,3.3,346,3,3.4,1.36,1.19,12.7
ORD-11026,Books,Standard,25.59,0.5,128,4,5.7,1.02,1.78,11.5
ORD-11027,Apparel,Standard,134.84,0.3,217,5,8.6,1.43,1.27,18.5
ORD-11028,Toys & Games,Express,33.67,2.6,559,6,5.0,1.09,1.86,23.9
ORD-11029,Health & Beauty,Standard,28.9,1.2,395,1,14.4,0.75,1.35,24.4
ORD-11030,Electronics,Same Day,377.17,1.5,19,2,0.9,1.16,1.94,2.3
ORD-11031,Sports & Outdoors,Economy,251.08,5.8,1116,3,10.7,0.82,1.43,63.0
ORD-11032,Home & Kitchen,Standard,333.63,12.1,662,4,11.0,1.23,0.92,29.7
ORD-11033,Office Supplies,Express,81.86,3.3,294,5,2.2,0.89,1.51,8.8
ORD-11034,Books,Economy,47.95,0.9,125,6,21.8,1.3,1.0,28.3
ORD-11035,Apparel,Standard,118.08,0.3,929,1,7.6,0.96,1.59,43.1
ORD-11036,Toys & Games,Express,109.51,3.8,507,2,3.8,1.37,1.08,16.3
ORD-11037,Health & Beauty,Economy,86.94,1.4,434,3,16.8,1.03,1.67,46.7
ORD-11038,Electronics,Standard,403.73,3.1,146,4,4.2,1.44,1.16,10.3
ORD-11039,Sports & Outdoors,Express,195.6,2.0,100,5,5.4,1.1,1.75,8.6
ORD-11040,Home & Kitchen,Standard,181.51,8.5,324,6,10.0,0.76,1.24,17.6
ORD-11041,Office Supplies,Standard,58.18,3.3,413,1,12.9,1.17,1.83,35.0
ORD-11042,Books,Express,69.31,1.3,313,2,2.9,0.83,1.32,8.6
ORD-11043,Apparel,Standard,102.32,0.3,591,3,6.6,1.24,1.91,41.6
ORD-11044,Toys & Games,Standard,75.35,1.5,680,4,9.5,0.9,1.4,30.9
ORD-11045,Health & Beauty,Express,49.98,1.6,526,5,4.5,1.31,0.89,14.7
ORD-11046,Electronics,Standard,429.29,4.7,858,6,15.3,0.97,1.48,46.1
ORD-11047,Sports & Outdoors,Standard,139.12,7.2,947,1,6.1,1.38,0.97,37.8
ORD-11048,Home & Kitchen,Express,349.39,4.9,119,2,2.0,1.04,1.56,5.2
ORD-11049,Office Supplies,Standard,35.5,3.3,75,3,11.9,0.7,1.05,13.3
ORD-11050,Books,Same Day,26.67,1.7,39,4,1.3,1.11,1.64,3.7
ORD-11051,Apparel,Economy,86.56,0.3,576,5,20.3,0.77,1.13,40.3
ORD-11052,Toys & Games,Standard,41.19,2.7,342,6,8.5,1.18,1.72,25.9
ORD-11053,Health & Beauty,Express,107.02,1.8,474,1,3.3,0.84,1.21,11.3
ORD-11054,Electronics,Economy,455.85,6.3,885,2,15.3,1.25,1.8,95.0
ORD-11055,Sports & Outdoors,Standard,83.64,3.4,609,3,5.1,0.91,1.29,23.0
ORD-11056,Home & Kitchen,Express,197.27,1.3,67,4,4.9,1.32,1.88,7.7
ORD-11057,Office Supplies,Economy,97.82,3.3,1194,5,10.3,0.98,1.37,74.4
ORD-11058,Books,Standard,48.03,2.1,876,6,13.8,1.39,0.86,40.0
ORD-11059,Apparel,Express,70.8,0.3,280,1,2.4,1.05,1.45,9.5
ORD-11060,Toys & Games,Standard,117.03,3.9,1054,2,7.5,0.71,0.94,25.1
ORD-11061,Health & Beauty,Standard,70.06,0.2,93,3,10.4,1.12,1.53,14.4
ORD-11062,Electronics,Express,481.41,1.9,493,4,4.0,0.78,1.02,10.5
ORD-11063,Sports & Outdoors,Standard,267.16,8.6,271,5,4.1,1.19,1.61,17.1
ORD-11064,Home & Kitchen,Standard,45.15,8.7,360,6,7.0,0.85,1.1,15.4
ORD-11065,Office Supplies,Express,74.14,3.3,86,1,1.5,1.26,1.69,4.6
ORD-11066,Books,Standard,70.39,2.5,538,2,12.8,0.92,1.18,27.4
ORD-11067,Apparel,Standard,54.04,0.3,627,3,15.7,1.33,1.77,52.6
ORD-11068,Toys & Games,Express,83.87,1.6,299,4,3.1,0.99,1.26,9.3
ORD-11069,Health & Beauty,Standard,33.1,0.4,805,5,9.4,1.4,1.85,61.5
ORD-11070,Electronics,Same Day,507.97,3.5,11,6,1.7,1.06,1.34,2.2
ORD-11071,Sports & Outdoors,Economy,211.68,4.8,1336,1,13.8,0.72,1.93,88.1
ORD-11072,Home & Kitchen,Standard,213.03,5.1,1072,2,6.0,1.13,1.42,49.0
ORD-11073,Office Supplies,Express,51.46,3.3,654,3,4.4,0.79,0.91,12.2
ORD-11074,Books,Economy,27.75,0.4,345,4,8.8,1.2,1.5,33.6
ORD-11075,Apparel,Standard,38.28,0.3,289,5,14.7,0.86,0.99,20.9
ORD-11076,Toys & Games,Express,49.71,2.8,247,6,1.9,1.27,1.58,10.2
ORD-11077,Health & Beauty,Economy,91.14,0.6,654,1,19.9,0.93,1.07,45.9
ORD-11078,Electronics,Standard,533.53,5.1,556,2,11.3,1.34,1.66,42.2
ORD-11079,Sports & Outdoors,Express,155.2,1.0,460,3,3.5,1.0,1.15,12.3
ORD-11080,Home & Kitchen,Standard,61.91,1.5,734,4,5.0,1.41,1.74,50.0
ORD-11081,Office Supplies,Standard,28.78,3.3,823,5,7.9,1.07,1.23,35.0
ORD-11082,Books,Express,49.11,0.8,53,6,5.1,0.73,1.82,6.3
ORD-11083,Apparel,Standard,202.52,0.3,1001,1,13.7,1.14,1.31,51.1
ORD-11084,Toys & Games,Standard,125.55,0.5,1090,2,4.5,0.8,1.9,45.9
ORD-11085,Health & Beauty,Express,54.18,0.8,266,3,2.6,1.21,1.39,10.1
ORD-11086,Electronics,Standard,559.09,6.7,218,4,10.3,0.87,0.88,14.5
ORD-11087,Sports & Outdoors,Standard,99.72,6.2,307,5,13.2,1.28,1.47,27.6
ORD-11088,Home & Kitchen,Express,229.79,8.9,479,6,4.2,0.94,0.96,11.4
ORD-11089,Office Supplies,Standard,90.1,3.3,485,1,6.9,1.35,1.55,32.3
ORD-11090,Books,Same Day,71.47,1.2,31,2,2.1,1.01,1.04,3.2
ORD-11091,Apparel,Economy,186.76,0.3,796,3,23.4,1.42,1.63,97.1
ORD-11092,Toys & Games,Standard,91.39,1.7,752,4,15.6,1.08,1.12,38.3
ORD-11093,Health & Beauty,Express,112.22,1.0,214,5,5.5,0.74,1.71,10.0
ORD-11094,Electronics,Economy,585.65,2.3,1105,6,18.4,1.15,1.2,79.4
ORD-11095,Sports & Outdoors,Standard,43.24,2.4,1019,1,12.2,0.81,1.79,49.1
ORD-11096,Home & Kitchen,Express,77.67,5.3,427,2,3.0,1.22,1.28,14.1
ORD-11097,Office Supplies,Economy,67.42,3.3,1414,3,13.4,0.88,1.87,106.5
ORD-11098,Books,Standard,28.83,1.6,236,4,8.8,1.29,1.36,19.2
ORD-11099,Apparel,Express,170.0,0.3,640,5,4.6,0.95,0.85,13.2
ORD-11100,Toys & Games,Standard,57.23,2.9,414,6,14.6,1.36,1.44,34.9
ORD-11101,Health & Beauty,Standard,75.26,1.2,503,1,5.4,1.02,0.93,17.3
ORD-11102,Electronics,Express,611.21,3.9,233,2,2.1,1.43,1.52,10.5
ORD-11103,Sports & Outdoors,Standard,227.76,7.6,681,3,11.2,1.09,1.01,29.9
ORD-11104,Home & Kitchen,Standard,245.55,1.7,770,4,14.1,0.75,1.6,37.2
ORD-11105,Office Supplies,Express,44.74,3.3,446,5,3.7,1.16,1.09,13.1
ORD-11106,Books,Standard,50.19,2.0,948,6,7.8,0.82,1.68,40.4
ORD-11107,Apparel,Standard,154.24,0.3,1037,1,10.7,1.23,1.17,48.0
ORD-11108,Toys & Games,Express,23.07,0.6,659,2,5.3,0.89,1.76,22.5
ORD-11109,Health & Beauty,Standard,38.3,1.4,165,3,4.4,1.3,1.25,11.1
ORD-11110,Electronics,Same Day,637.77,5.5,51,4,2.5,0.96,1.84,5.5
ORD-11111,Sports & Outdoors,Economy,171.28,3.8,256,5,16.9,1.37,1.33,35.6
ORD-11112,Home & Kitchen,Standard,93.43,9.1,432,6,13.1,1.03,1.92,34.5
ORD-11113,Office Supplies,Express,21.06,3.3,394,1,2.5,1.44,1.41,15.8
ORD-11114,Books,Economy,72.55,2.4,565,2,11.9,1.1,0.9,34.3
ORD-11115,Apparel,Standard,138.48,0.3,699,3,9.7,0.76,1.49,29.5
ORD-11116,Toys & Games,Express,99.91,1.8,607,4,4.1,1.17,0.98,15.7
ORD-11117,Health & Beauty,Economy,96.34,1.6,874,5,23.0,0.83,1.57,68.6
ORD-11118,Electronics,Standard,663.33,1.1,966,6,6.3,1.24,1.06,38.0
ORD-11119,Sports & Outdoors,Express,115.8,9.0,200,1,1.6,0.9,1.65,6.6
ORD-11120,Home & Kitchen,Standard,261.31,5.5,94,2,12.1,1.31,1.14,15.6
ORD-11121,Office Supplies,Standard,83.38,3.3,183,3,15.0,0.97,1.73,22.7
ORD-11122,Books,Express,29.91,2.8,413,4,3.2,1.38,1.22,14.8
ORD-11123,Apparel,Standard,122.72,0.3,361,5,8.7,1.04,1.81,25.7
ORD-11124,Toys & Games,Standard,65.75,3.0,450,6,11.6,0.7,1.3,21.8
ORD-11125,Health & Beauty,Express,59.38,1.8,626,1,4.8,1.11,1.89,26.7
ORD-11126,Electronics,Standard,689.89,2.7,628,2,5.3,0.77,1.38,22.0
ORD-11127,Sports & Outdoors,Standard,59.32,5.2,717,3,8.2,1.18,0.87,26.6
ORD-11128,Home & Kitchen,Express,109.19,1.9,219,4,2.3,0.84,1.46,6.8
ORD-11129,Office Supplies,Standard,60.7,3.3,895,5,14.0,1.25,0.95,40.6
ORD-11130,Books,Same Day,51.27,0.7,23,6,1.1,0.91,1.54,2.2
ORD-11131,Apparel,Economy,106.96,0.3,1016,1,10.4,1.32,1.03,65.7
ORD-11132,Toys & Games,Standard,31.59,0.7,112,2,10.6,0.98,1.62,15.0
ORD-11133,Health & Beauty,Express,22.42,0.2,574,3,3.6,1.39,1.11,18.4
ORD-11134,Electronics,Economy,715.45,4.3,1325,4,21.5,1.05,1.7,116.1
ORD-11135,Sports & Outdoors,Standard,243.84,1.4,379,5,7.2,0.71,1.19,15.2
ORD-11136,Home & Kitchen,Express,277.07,9.3,167,6,5.2,1.12,1.78,10.7
ORD-11137,Office Supplies,Economy,37.02,3.3,334,1,16.5,0.78,1.27,29.7
ORD-11138,Books,Standard,73.63,1.1,646,2,15.9,1.19,1.86,51.6
ORD-11139,Apparel,Express,90.2,0.3,380,3,2.7,0.85,1.35,10.0
ORD-11140,Toys & Games,Standard,107.43,1.9,824,4,9.6,1.26,1.94,60.0
ORD-11141,Health & Beauty,Standard,80.46,0.4,913,5,12.5,0.92,1.43,42.5
ORD-11142,Electronics,Express,741.01,5.9,593,6,4.3,1.33,0.92,16.4
ORD-11143,Sports & Outdoors,Standard,187.36,6.6,1091,1,6.2,0.99,1.51,47.0
ORD-11144,Home & Kitchen,Standard,125.95,5.7,130,2,9.1,1.4,1.0,13.7
ORD-11145,Office Supplies,Express,99.34,3.3,186,3,1.8,1.06,1.59,7.0
ORD-11146,Books,Standard,30.99,1.5,308,4,14.9,0.72,1.08,20.9
ORD-11147,Apparel,Standard,74.44,0.3,397,5,5.7,1.13,1.67,24.4
ORD-11148,Toys & Games,Express,73.27,3.1,399,6,3.4,0.79,1.16,9.5
ORD-11149,Health & Beauty,Standard,43.5,0.6,575,1,11.5,1.2,1.75,41.7
ORD-11150,Electronics,Same Day,767.57,1.5,43,2,1.5,0.86,1.24,3.0
ORD-11151,Sports & Outdoors,Economy,131.88,2.8,476,3,20.0,1.27,1.83,64.3
ORD-11152,Home & Kitchen,Standard,293.83,2.1,842,4,8.1,0.93,1.32,33.9
ORD-11153,Office Supplies,Express,76.66,3.3,134,5,4.7,1.34,1.91,10.4
ORD-11154,Books,Economy,52.35,1.9,785,6,15.0,1.0,1.4,59.0
ORD-11155,Apparel,Standard,58.68,0.3,1109,1,4.7,1.41,0.89,39.5
ORD-11156,Toys & Games,Express,39.11,0.8,347,2,2.2,1.07,1.48,11.4
ORD-11157,Health & Beauty,Economy,101.54,0.8,1094,3,10.0,0.73,0.97,41.0
ORD-11158,Electronics,Standard,793.13,3.1,326,4,13.4,1.14,1.56,27.9
ORD-11159,Sports & Outdoors,Express,75.4,8.0,560,5,3.8,0.8,1.05,11.6
ORD-11160,Home & Kitchen,Standard,141.71,9.5,504,6,7.1,1.21,1.64,32.1
ORD-11161,Office Supplies,Standard,53.98,3.3,593,1,10.0,0.87,1.13,24.6
ORD-11162,Books,Express,74.71,2.3,153,2,5.4,1.28,1.72,11.0
ORD-11163,Apparel,Standard,42.92,0.3,771,3,15.8,0.94,1.21,37.7
ORD-11164,Toys & Games,Standard,115.95,2.0,860,4,6.6,1.35,1.8,58.8
ORD-11165,Health & Beauty,Express,64.58,1.0,366,5,2.9,1.01,1.29,10.8
ORD-11166,Electronics,Standard,819.69,4.7,1038,6,12.4,1.42,1.88,81.7
ORD-11167,Sports & Outdoors,Standard,259.92,4.2,77,1,15.3,1.08,1.37,18.1
ORD-11168,Home & Kitchen,Express,309.59,5.9,579,2,4.5,0.74,0.86,10.6
ORD-11169,Office Supplies,Standard,30.3,3.3,255,3,9.0,1.15,1.45,19.6
ORD-11170,Books,Same Day,31.07,2.7,15,4,1.9,0.81,0.94,2.3
ORD-11171,Apparel,Economy,206.16,0.3,1236,5,13.5,1.22,1.53,105.8
ORD-11172,Toys & Games,Standard,81.79,3.2,522,6,5.6,0.88,1.02,17.3
ORD-11173,Health & Beauty,Express,27.62,1.2,314,1,1.7,1.29,1.61,12.6
ORD-11174,Electronics,Economy,845.25,6.3,245,2,8.5,0.95,1.1,18.7
ORD-11175,Sports & Outdoors,Standard,203.44,9.4,789,3,14.3,1.36,1.69,59.6
ORD-11176,Home & Kitchen,Express,157.47,2.3,527,4,3.3,1.02,1.18,13.9
ORD-11177,Office Supplies,Economy,92.62,3.3,554,5,19.6,1.43,1.77,75.7
ORD-11178,Books,Standard,53.43,0.6,1056,6,10.9,1.09,1.26,47.2
ORD-11179,Apparel,Express,190.4,0.3,120,1,4.9,0.75,1.85,7.7
ORD-11180,Toys & Games,Standard,47.63,0.9,184,2,4.6,1.16,1.34,11.8
ORD-11181,Health & Beauty,Standard,85.66,1.4,273,3,7.5,0.82,1.93,18.3
ORD-11182,Electronics,Express,121.81,1.9,333,4,2.4,1.23,1.42,12.1
ORD-11183,Sports & Outdoors,Standard,147.96,5.6,451,5,13.3,0.89,0.91,22.4
ORD-11184,Home & Kitchen,Standard,325.35,9.7,540,6,4.1,1.3,1.5,30.4
ORD-11185,Office Supplies,Express,69.94,3.3,546,1,4.0,0.96,0.99,12.6
ORD-11186,Books,Standard,75.79,1.0,718,2,9.9,1.37,1.58,48.8
ORD-11187,Apparel,Standard,174.64,0.3,807,3,12.8,1.03,1.07,35.0
ORD-11188,Toys & Games,Express,123.47,2.1,139,4,1.5,1.44,1.66,7.0
ORD-11189,Health & Beauty,Standard,48.7,1.6,985,5,6.5,1.1,1.15,37.7
ORD-11190,Electronics,Same Day,147.37,3.5,35,6,2.3,0.76,1.74,3.8
ORD-11191,Sports & Outdoors,Economy,91.48,1.8,696,1,23.1,1.17,1.23,63.2
ORD-11192,Home & Kitchen,Standard,173.23,6.1,202,2,15.2,0.83,1.82,22.8
ORD-11193,Office Supplies,Express,46.26,3.3,494,3,2.8,1.24,1.31,16.2
ORD-11194,Books,Economy,32.15,1.4,1005,4,18.1,0.9,1.9,86.8
ORD-11195,Apparel,Standard,158.88,0.3,469,5,11.8,1.31,1.39,33.2
ORD-11196,Toys & Games,Express,89.31,3.3,87,6,4.4,0.97,0.88,5.6
ORD-11197,Health & Beauty,Economy,106.74,1.8,1314,1,13.1,1.38,1.47,119.7
ORD-11198,Electronics,Standard,173.93,5.1,736,2,8.4,1.04,0.96,26.8
ORD-11199,Sports & Outdoors,Express,35.0,7.0,300,3,1.9,0.7,1.55,7.3
ORD-11200,Home & Kitchen,Standard,341.11,2.5,914,4,14.2,1.11,1.04,40.6
ORD-11201,Office Supplies,Standard,23.58,3.3,1003,5,5.0,0.77,1.63,36.5
ORD-11202,Books,Express,54.51,1.8,513,6,3.5,1.18,1.12,14.8
ORD-11203,Apparel,Standard,142.12,0.3,131,1,10.8,0.84,1.71,15.5
ORD-11204,Toys & Games,Standard,55.15,1.0,220,2,13.7,1.25,1.2,22.0
ORD-11205,Health & Beauty,Express,69.78,0.2,106,3,5.1,0.91,1.79,8.0
ORD-11206,Electronics,Standard,199.49,6.7,398,4,7.4,1.32,1.28,24.2
ORD-11207,Sports & Outdoors,Standard,219.52,3.2,487,5,10.3,0.98,1.87,32.6
ORD-11208,Home & Kitchen,Express,189.99,9.9,319,6,2.6,1.39,1.36,12.7
ORD-11209,Office Supplies,Standard,85.9,3.3,665,1,4.0,1.05,0.85,18.8
ORD-11210,Books,Same Day,76.87,2.2,55,2,0.9,0.71,1.44,2.8
ORD-11211,Apparel,Economy,126.36,0.3,156,3,16.6,1.12,0.93,23.1
ORD-11212,Toys & Games,Standard,21.99,2.2,932,4,12.7,0.78,1.52,40.3
ORD-11213,Health & Beauty,Express,32.82,0.4,54,5,3.9,1.19,1.01,5.0
ORD-11214,Electronics,Economy,225.05,2.3,465,6,11.6,0.85,1.6,36.9
